attrezzature,attrezzature_lingue,bagni,booking_link,camere,categoria,classificazione,comfort,denominazione_struttura,email,fax,first_word_number,geo_x,geo_y,id_struttura,info_indirizzo,latitude,letti,longitude,n_reviews,nome,posizione,provincia,pulizia,rapporto qualità prezzo,rating,servizi,staff,stato,tel,wifi gratuito,comune,Indirizzo,Cap,Località
,,13.0,,13.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CHALET ALBERTI,info@studioalberti.org,0342 903216,,6.04998666926e+17,5.14716213401e+17,13476063,,5.14716213401e+17,43.0,6.04998666926e+17,,,,SO,,,,,,,0342 905377,,bormio,via leghe grigie,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - LocalitÃ  Ciuk, 11",,,,0.0,0.0,551824394,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Compagnoni Cristina sub 71,,,,0.0,0.0,463839502,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Michele,rigatmichele@virgilio.it,,,6.05013942664999e+16,5.14692029645e+17,65498989,,5.14692029645e+17,6.0,6.05013942664999e+16,,,,SO,,,,,,,3492898853,,bormio,via santa barbara 22,,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Parcheggio custodito,Parco o giardino,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Sauna privata,Servizio congressi,Trasporto clienti stazione","Francese,Inglese,Tedesco",56.0,,56.0,Alberghiere,Alberghi 3 stelle,,DERBY,alberghicapitani@tiscalinet.it,0342 904433,,6.05526959910999e+17,5.14652748763e+17,9742433,,5.14652748763e+17,114.0,6.05526959910999e+17,,,,SO,,,,,,,0342 904176,,bormio,via funivia 15,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Centro Storico,,,,0.0,0.0,83440641,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Dei Cas Nicola,,,,0.0,0.0,91752966,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Zuliani Valentina,,,,0.0,0.0,615652259,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Monte Solena, 45C",,,,0.0,0.0,378556800,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Le Betulle Bormio sub 91,,,,0.0,0.0,487600841,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Melide,casamelide@gmail.com,,,0.0,0.0,65498663,,0.0,3.0,0.0,,,,SO,,,,,,,3475949092,,bormio,,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Clementi Fabio,,,,0.0,0.0,593006925,,0.0,12.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,1.0,Complementari,Rifugi di montagna,,RIFUGIO GARIBALDI,info@rifugiogaribaldi.it,,,6.11342685687e+17,5.15392631656e+17,9743769,,5.15392631656e+17,6.0,6.11342685687e+17,,,,SO,,,,,,,0342 904312,,bormio,passo stelvio,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Casa Margherita,davide.deicas@gmail.com,,,6.04689965896e+17,5.1471423271e+17,66454989,,5.1471423271e+17,20.0,6.04689965896e+17,,,,SO,,,,,,,333 4454518,,bormio,via leghe grigie 18,,
"Accesso a mezzi pubblici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Lavaggio e stiratura biancheria,Parco o giardino,Ristorante,Ristorante vegetariano,Sala televisione separata,Sauna privata","Francese,Inglese,Tedesco",36.0,,40.0,Alberghiere,Alberghi 3 stelle,,GENZIANELLA,info@genzianella.com,0342 904158,,6.05409186104999e+17,5.1465457137399904e+17,9742132,,5.14654571373999e+17,68.0,6.05409186104999e+17,,,,SO,,,,,,,0342 904485,,bormio,via funivia 6,23032.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Bar,Custodia valori in cassette sicurezza,Lavaggio e stiratura biancheria,Ristorante,Sala lettura separata,Sala televisione separata,Salone di bellezza,Sauna privata,Servizio congressi,Tavernetta o tavola calda","Francese,Inglese,Tedesco",46.0,,46.0,Alberghiere,Alberghi 4 stelle,,REZIA,info@reziahotel.it,0342 905197,,6.05327866231999e+17,5.1469252496499904e+17,9741198,,5.14692524964999e+17,100.0,6.05327866231999e+17,,,,SO,,,,,,,0342 904721,,bormio,via milano 9,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Bracchi Davide,,,,0.0,0.0,186622691,,0.0,8.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Cacciatori delle Alpi, 7",,,,0.0,0.0,531843734,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Majercikova Jana,,,,0.0,0.0,449871934,,0.0,19.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Tusetti Massimiliano sub 9,,,,0.0,0.0,360125908,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Ostini Alberto,,,,0.0,0.0,135429573,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Trabucchi Simonetta,,,,0.0,0.0,331958767,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Gioele,,,,0.0,0.0,175976742,,0.0,10.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Pulizia calzature,Ristorante,Sala lettura separata,Sala televisione separata,Salone di bellezza,Sauna privata,Trasporto clienti stazione","Francese,Inglese,Tedesco",50.0,,50.0,Alberghiere,Alberghi 4 stelle,,MIRAMONTI PARK,miramonti@miramontibormio.it,0342 905222,,6.0502457336e+17,5.1466744217299904e+17,9743056,,5.14667442172999e+17,100.0,6.0502457336e+17,,,,SO,,,,,,,0342 903312,,bormio,via milano 50,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Larosa Marco,,,,0.0,0.0,184997546,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet dei Reparti sub 8,,,,0.0,0.0,264230405,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,,
,,4.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamenti Quadrio Alma,,,,0.0,0.0,631221322,,0.0,12.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Clementi Fabio sub 8,,,,0.0,0.0,593006929,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Tonni Mariapaola,,,,0.0,0.0,178575922,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Majercikova Jana sub 38,,,,0.0,0.0,449871953,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,7.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,ALPINE DREAM APARTMENTS,samanta.antonioli@adviaggi.it,,,6.05252939691e+17,5.1467575387e+17,13478338,,5.1467575387e+17,36.0,6.05252939691e+17,,,,SO,,,,,,,0342 1895238,,bormio,via roma 135,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA VACANZE BORMIO - Residenza Del Ginnasio,marastrada.75@gmail.com,,,6.08337272654999e+17,5.15145004939e+17,65499024,,5.15145004939e+17,4.0,6.08337272654999e+17,,,,SO,,,,,,,3333025078,,bormio,via del ginnasio 6,,
,,14.0,,0.0,Complementari,Alloggi Agrituristici,,RINI AGRITURISMO,info@rini.it,,,6.04514928211e+17,5.14642435328e+17,9758960,,5.14642435328e+17,35.0,6.04514928211e+17,,,,SO,,,,,,,0342 901224,,bormio,via cavalier rini 2,23032.0,
"Accettazione animali domestici,Bar,Ristorante,Sala televisione separata",,7.0,,9.0,Alberghiere,Alberghi 1 stella,,ADDA,,,,6.04600144173e+17,5.14632407746999e+16,9740815,,5.14632407746999e+16,16.0,6.04600144173e+17,,,,SO,,,,,,,0342 904627,,bormio,via milano 70,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Franco Gloria sub 20,,,,0.0,0.0,639615037,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Castellazzi, 5",,,,0.0,0.0,551824401,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,3.0,Complementari,Foresterie lombarde,,CASA CECILIA,,,,6.05432780429e+17,5.1464206266299904e+17,9763446,,5.14642062662999e+17,14.0,6.05432780429e+17,,,,SO,,,,,,,,,bormio,via ferruccio parri 12,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Luxury,laura.copernico.seregno@gmail.com,,,0.0,0.0,66455025,,0.0,8.0,0.0,,,,SO,,,,,,,313551633,,bormio,via le borche 9,,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Servizio congressi,Tavernetta o tavola calda","Francese,Inglese,Tedesco",32.0,,32.0,Alberghiere,Alberghi 3 stelle,,CAPITANI,alberghicapitani@tiscalinet.it,0342 904176,,6.05239639181999e+17,5.14670919208e+17,9740927,,5.14670919208e+17,64.0,6.05239639181999e+17,,,,SO,,,,,,,0342 905300,,bormio,via milano 23,23032.0,
,,13.0,,13.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA MICHELA,casamichela@bormio.it,,,6.05329184113999e+17,5.1467250396299904e+17,13477480,,5.14672503962999e+17,34.0,6.05329184113999e+17,,,,SO,,,,,,,0342 901397,,bormio,via santelli 4,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Giacinto Sertorelli, 2",,,,0.0,0.0,348859582,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Morcelli, 4 - SUB 25",,,,0.0,0.0,367201875,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Parcheggio custodito,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Trasporto clienti stazione","Francese,Inglese,Tedesco",40.0,,40.0,Alberghiere,Alberghi 3 stelle,,STELVIO,albergostelvio@bormio.it,0342 904176,,0.0,0.0,9742380,,0.0,75.0,0.0,,,,SO,,,,,,,0342 910130,,bormio,via della vottoria 36,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Codazzi Edvige Franca,,,,0.0,0.0,563179018,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,6.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Villa Alma,,,,0.0,0.0,83228165,,0.0,16.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Compagnoni Loredana - Bormio Sub 77,,,,0.0,0.0,633301627,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,3.0,Complementari,Foresterie lombarde,,BAR KIOSK NATIONAL PARK,,,,6.08337272654999e+17,5.15145004939e+17,9743567,,5.15145004939e+17,6.0,6.08337272654999e+17,,,,SO,,,,,,,0342 910798,,bormio,spondalunga,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Giacomelli - Haoudi Naima,ninahaoudi@gmail.com,,,6.05385784472999e+17,5.1472548088899904e+17,65498968,,5.14725480888999e+17,2.0,6.05385784472999e+17,,,,SO,,,,,,,3662143505,,bormio,via pedranzini 17,,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet dei Reparti sub 6,,,,0.0,0.0,264230401,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,,
,,14.0,,14.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CHALET STELLE DI NEVE,info@chaletabormio.com,0342 904700,,6.04475684605999e+17,5.14651066129e+17,9757534,,5.14651066129e+17,71.0,6.04475684605999e+17,,,,SO,,,,,,,0342 904346,,bormio,via silvio pellico 15,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Privata Capitano Grandi, 5",,,,0.0,0.0,631221283,,0.0,5.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Galli Carolina,,,,0.0,0.0,646974423,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Confalonieri Davide,,,,0.0,0.0,588161070,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,10.0,,10.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,BAITA AL PIAN,info@baitaalpian.it,0342 910798,,6.05325193408e+16,5.14715792475e+17,13477376,,5.14715792475e+17,30.0,6.05325193408e+16,,,,SO,,,,,,,0342 910798,,bormio,via cincinnato 10,23032.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Lavaggio e stiratura biancheria,Parco o giardino,Pulizia calzature,Ristorante,Sala lettura separata,Sala televisione separata,Sauna privata","Francese,Inglese,Tedesco",26.0,,26.0,Alberghiere,Alberghi 4 stelle,,ALU',info@hotelalu.it,0342 910444,,605342642796.0,5.1464386674899904e+17,9741463,,5.14643866748999e+17,50.0,605342642796.0,,,,SO,,,,,,,0342 904504,,bormio,via battaglion morbegno 20,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Heart di Confortola Marco,,,,6.05562797101999e+17,5.1468660343e+17,81264525,,5.1468660343e+17,4.0,6.05562797101999e+17,,,,SO,,,,,,,031 241193,,bormio,via roma 56,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Tusetti Massimiliano sub 14,,,,0.0,0.0,360125926,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Cecilia - Sosio Andrea,,,,0.0,0.0,83228501,,0.0,13.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Casa AlÃ¹,casaalu@libero.it,,,6.04805547309e+17,5.1467718117899904e+17,66455038,,5.14677181178999e+17,8.0,6.04805547309e+17,,,,SO,,,,,,,3398364316,,bormio,via tazzoli 9,,
,,5.0,,0.0,Complementari,Foresterie lombarde,,Appartamenti Pirovano,info@pirovano.it,,,6.05293750665e+17,5.14677708641999e+16,66454995,,5.14677708641999e+16,13.0,6.05293750665e+17,,,,SO,,,,,,,0342 210040,,bormio,via roma 131,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa dello sciatore,,,,0.0,0.0,83228528,,0.0,11.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Sosio Virginia,,,,0.0,0.0,321580969,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Rocca Giovanni,rocca.gg@alice.it,,,6.06177583252e+16,5.14684858693e+17,65498985,,5.14684858693e+17,3.0,6.06177583252e+16,,,,SO,,,,,,,3357031769,,bormio,via monte cristallo 19,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via al Forte 6,,,,0.0,0.0,153725773,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Appartamento Peccedi Mara - Via Capitano Arnaldo Berni, 19",,,,0.0,0.0,531843724,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento nel cuore di Bormio,cancli@libero.it,,,6.05819483596e+17,5.14688600026e+17,65498649,,5.14688600026e+17,4.0,6.05819483596e+17,,,,SO,,,,,,,3479352805,,bormio,piazza cavour,,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamenti Quadrio Alma sub 9,,,,0.0,0.0,631221348,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Pedranzini Emilia,,,,0.0,0.0,467324253,,0.0,8.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Stefy,,,,0.0,0.0,615652237,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Arrighi Monica sub 6,,,,0.0,0.0,632617680,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Vicolo Andreola, 1",,,,0.0,0.0,531843742,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Zappa Antonio,,,,0.0,0.0,604011328,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,5.0,Complementari,Foresterie lombarde,,AFFITTACAMERE MARZIA ROOM,cristina@zecca.com,,,6.05542041394999e+17,5.14717470141e+17,65347331,,5.14717470141e+17,11.0,6.05542041394999e+17,,,,SO,,,,,,,348 9009550,,bormio,via nesini 14,,
,,2.0,,0.0,Complementari,Foresterie lombarde,,R&L ROOM,,,,6.05390851123e+17,5.1477017342499904e+17,9763053,,5.14770173424999e+17,9.0,6.05390851123e+17,,,,SO,,,,,,,0342 016685,,bormio,via sertorelli 46,23032.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Ristorante,Ristorante vegetariano,Sala televisione separata,Salone di bellezza","Francese,Inglese,Tedesco",34.0,,37.0,Alberghiere,Alberghi 3 stelle,,SAN LORENZO,info@sanlorenzobormio.it,0342 904683,,6.05404441805999e+17,5.14697526245e+17,9741867,,5.14697526245e+17,53.0,6.05404441805999e+17,,,,SO,,,,,,,0342 904604,,bormio,via san lorenzo 2,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Compagnoni Cristina sub 70,,,,0.0,0.0,463839500,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Sole - Lumina Sara,sara@luminabormio.it,,,6.05413110785e+17,5.1477314308399904e+17,65498962,,5.14773143083999e+17,6.0,6.05413110785e+17,,,,SO,,,,,,,3335309176,,bormio,via monte solena 45,,
,,6.0,,6.0,Complementari,Foresterie lombarde,,VECCHIO BORGO di CRAPACHER ALBERTO,,0342 911522,,6.05582704828e+17,5.14712807885e+17,9743899,,5.14712807885e+17,12.0,6.05582704828e+17,,,,SO,,,,,,,0342 904447,,bormio,via monte braulio 1,23032.0,
,,7.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CHALET COTRIL,chaletcotril@bormio.it,0342 911589,,6.05402539013999e+16,5.1469150427799904e+17,13477909,,5.14691504277999e+17,22.0,6.05402539013999e+16,,,,SO,,,,,,,335 355368,,bormio,via dante 6,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Le Betulle Bormio sub 92,,,,0.0,0.0,487600846,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Pini Elena,elena@baitaeliseo.com,,,6.05035165821e+17,5.14698574086e+17,65498895,,5.14698574086e+17,4.0,6.05035165821e+17,,,,SO,,,,,,,338 6150862,,bormio,via berni 7,,
,,7.0,,7.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA SABLONERA,info@casasablonera.it,0342 925060,,6.05866926166999e+17,5.1467577960299904e+17,13477506,,5.14675779602999e+17,23.0,6.05866926166999e+17,,,,SO,,,,,,,0342 903153,,bormio,via coltura 5,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Dei Cas Silvia,,,,0.0,0.0,193024069,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Accettazione gruppi,Bar,Custodia valori in cassaforte,Lavaggio e stiratura biancheria,Parco o giardino,Ristorante,Sala televisione separata",Inglese,15.0,,15.0,Alberghiere,Alberghi 2 stelle,,PICCOLO MONDO,info@hotelpiccolomondo.info,0342 904106,,6.05620266115e+17,5.14665299677999e+16,9742658,,5.14665299677999e+16,28.0,6.05620266115e+17,,,,SO,,,,,,,0342 904327,,bormio,via coltura 18,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Gran Baita - Carla Arienti,carla.arienti@gmail.com,,,6.05105241893999e+17,5.14712506682e+16,65499095,,5.14712506682e+16,4.0,6.05105241893999e+17,,,,SO,,,,,,,3470780409,,bormio,via stelvio 23,,
,,27.0,,27.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,BOSCHETTI D'ADDA,info@affittibormio.it,0342 910507,,6.04580986859e+17,5.1469221203399904e+17,13477402,,5.14692212033999e+17,80.0,6.04580986859e+17,,,,SO,,,,,,,0342 910483,,bormio,via manzoni 18,23032.0,
