titles,rating,price,comments,locations,CAP,city,lng,lat,reference,data_source,url,contact,type
Antica Osteria Bocca di Strada,4.0,fascia media,,Via Per Neviano 65,43029.0,Traversetolo,10.38163949,44.63974916,santa margherita di staffora,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1597962-d11837171-Reviews-Antica_Osteria_Bocca_di_Strada-Traversetolo_Province_of_Parma_Emilia_Romagna.html,+390521841266,
COLL Bubble Tea&Coffee,4.0,cibo economico,,Corso di Porta Vittoria 58,20122.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d13551116-Reviews-COLL_Bubble_Tea_Coffee-Milan_Lombardy.html,+390236526486,
Hotel Ristorante Dosso Alto,4.5,fascia media,,Via Maniva 254,25060.0,Collio,10.33333286,45.81116683,collio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1182492-d3205526-Reviews-Hotel_Ristorante_Dosso_Alto-Collio_Province_of_Brescia_Lombardy.html,+39030927642,
La Favellina,4.5,cucina raffinata,,Via Cavaliere 4/6,36034.0,Malo,11.40443548,45.65864175,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2209433-d2205247-Reviews-La_Favellina-Malo_Province_of_Vicenza_Veneto.html,+393496602194,
Agriturismo RossWald,4.5,fascia media,,Frazione San Michele 33b,28863.0,Formazza,8.42672956,46.37672806,madesimo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1593962-d3710573-Reviews-Agriturismo_RossWald-Formazza_Province_of_Verbano_Cusio_Ossola_Piedmont.html,+393388078072,
Rifugio Gattascosa,4.0,fascia media,,Bognanco Alpe Gattascosa,28842.0,Bognanco,8.20639541,46.1227807,margno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2024297-d7008427-Reviews-Rifugio_Gattascosa-Bognanco_Province_of_Verbano_Cusio_Ossola_Piedmont.html,+393283151669,
Agriturismo La Timida,3.5,cibo economico,,Strada Ricaldone di Sotto 28,15016.0,Cassine,8.525483,44.74821538,santa margherita di staffora,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1078046-d1484310-Reviews-Agriturismo_La_Timida-Cassine_Province_of_Alessandria_Piedmont.html,+390144715371,
Ristorante Storione,4.0,cucina raffinata,,Strada del Pasubio 62/64 Appena Fuori le Mure in Direzione Thiene Asiago,36100.0,Vicenza,11.54597109,45.54749699,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187872-d1319852-Reviews-Ristorante_Storione-Vicenza_Province_of_Vicenza_Veneto.html,+390444566244,
Blues Cafè,4.5,cibo economico,,Viale Bodio 6,20100.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d8871051-Reviews-Blues_Cafe-Milan_Lombardy.html,+393485732648,
Baviello Cafe,3.5,fascia media,,Via Giuseppe Giusti 1,21019.0,Somma Lombardo,8.70435241,45.68377665,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g664016-d6962415-Reviews-Baviello_Cafe-Somma_Lombardo_Province_of_Varese_Lombardy.html,+390331259396,
Ristorante Albergo Alpestre,4.5,fascia media,,Via Lago di Castelvecchio 25,36078.0,Valdagno,11.29947777,45.64537815,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1137848-d12323659-Reviews-Ristorante_Albergo_Alpestre-Valdagno_Province_of_Vicenza_Veneto.html,+390445970082,
Bar Buongusto,4.5,cibo economico,,Via Segantini 58,38062.0,Arco,10.8861933,45.91928662,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g670770-d10544026-Reviews-Bar_Buongusto-Arco_Province_of_Trento_Trentino_Alto_Adige.html,+390464973313,
Locanda Vecchia Scuola,4.5,fascia media,,Via Antichi Originari 9,25060.0,Tavernole sul Mella,10.24024832,45.74807504,collio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g4876982-d8277217-Reviews-Locanda_Vecchia_Scuola-Tavernole_sul_Mella_Province_of_Brescia_Lombardy.html,+390309220450,
Pizzeria Bruschetteria Non solo Bar,4.0,cibo economico,,Viale Europa 52,36035.0,Marano Vicentino,11.43028802,45.69239216,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1238550-d3802587-Reviews-Pizzeria_Bruschetteria_Non_solo_Bar-Marano_Vicentino_Province_of_Vicenza_Veneto.html,+390445561071,
Ostriche e Bollicine,4.5,fascia media,,Via Giovanni Battista Moroni 164,24122.0,Bergamo,9.66842453,45.69441368,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187830-d19850778-Reviews-Ostriche_e_Bollicine-Bergamo_Province_of_Bergamo_Lombardy.html,+393284649810,
Al Cucco,4.5,fascia media,,Località Cucco 2,36040.0,Valdastico,11.36335101,45.883245,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2527362-d6513972-Reviews-Al_Cucco-Valdastico_Province_of_Vicenza_Veneto.html,+393381150182,
Ristorante Bassù,4.0,fascia media,,Via Loc. Bassone n. 28 Strada Statale SP 45,25061.0,Bovegno,10.2722153,45.79234745,collio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g7648022-d7605260-Reviews-Ristorante_Bassu-Bovegno_Province_of_Brescia_Lombardy.html,+39030926368,
BLUE M Milano - Bottega Marchigiana,5.0,cibo economico,,Via Lanzone 27 Sant'Ambrogio - Università Cattolica,20123.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d15831930-Reviews-BLUE_M_Milano_Bottega_Marchigiana-Milan_Lombardy.html,+390297386209,
Osteria Conchetta,4.5,fascia media,,Via Conchetta 8,20136.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d2015838-Reviews-Osteria_Conchetta-Milan_Lombardy.html,+39028372917,
Old Wild West,3.5,fascia media,,Via Nazionale 43,25047.0,Darfo Boario Terme,10.18048381,45.88347362,angolo terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1459049-d8875243-Reviews-Old_Wild_West-Darfo_Boario_Terme_Province_of_Brescia_Lombardy.html,+390364532054,
Bar rist scoiattolo,4.0,fascia media,,Frazione San Simone SNC,24010.0,Valleve,9.74322887,46.02819671,valleve,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2374919-d3804938-Reviews-Bar_rist_scoiattolo-Valleve_Province_of_Bergamo_Lombardy.html,+393288142888,
Ristorante Gromo,5.0,fascia media,,Via Papa Giovanni XXIII Hotel Gromo,24020.0,Gromo,9.92990165,45.97038555,gromo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2088613-d5814397-Reviews-Ristorante_Gromo-Gromo_Province_of_Bergamo_Lombardy.html,+393289840859,
Hotel Ristorante Vittoria,4.5,fascia media,,Via Spiazzi Belvedere 136,24020.0,Gromo,9.92990165,45.97038555,gromo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2088613-d2362556-Reviews-Hotel_Ristorante_Vittoria-Gromo_Province_of_Bergamo_Lombardy.html,+39034647180,
Bar del Centro,3.5,fascia media,,Piazza Dante Alighieri 5,24020.0,Gromo,9.92990165,45.97038555,gromo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2088613-d13223070-Reviews-Bar_del_Centro-Gromo_Province_of_Bergamo_Lombardy.html,+39034641623,
Malga Bassa,4.5,fascia media,,Via Valle di Scalve 1100,24020.0,Onore,10.00997787,45.89257892,songavazzo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2291818-d8560007-Reviews-Malga_Bassa-Onore_Province_of_Bergamo_Lombardy.html,+393291529687,
Trattoria Da Martino,4.5,cibo economico,,Via Pedignela 7,24020.0,Gandellino,9.94595319,45.99065651,gromo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g7038200-d7079185-Reviews-Trattoria_Da_Martino-Gandellino_Province_of_Bergamo_Lombardy.html,+39034648477,
Ristoro 5 Laghi di Rita Chioda,4.5,cibo economico,,Località Bortolotti 3,24020.0,Valgoglio,9.91394219,45.97559532,gromo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g4873082-d4481914-Reviews-Ristoro_5_Laghi_di_Rita_Chioda-Valgoglio_Province_of_Bergamo_Lombardy.html,+39034647972,
La Gallina d'Oro,3.0,fascia media,,Via Santa Croce 14,20087.0,Robecco sul Naviglio,8.8904062,45.43756541,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2291811-d13954177-Reviews-La_Gallina_d_Oro-Robecco_sul_Naviglio_Province_of_Milan_Lombardy.html,+39029471757,
Ristorante - Pizzeria L'Oster Bif & Beef,4.0,fascia media,,Via Marconi 21,24030.0,Mapello,9.54573257,45.70939829,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2357772-d3635668-Reviews-L_oster_Bif_Beef-Mapello_Province_of_Bergamo_Lombardy.html,+39035908462,
San Michele  2,3.5,cibo economico,,Via Primaticcio angolo Via Forze Armate,20147.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d5292652-Reviews-San_Michele_2-Milan_Lombardy.html,+390248702716,
Ristorante Commercio Mas-cì,4.5,fascia media,,Piazza del Paradiso 1,24023.0,Clusone,9.94697311,45.89156953,songavazzo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1201172-d2230855-Reviews-Ristorante_Commercio_Mas_ci-Clusone_Province_of_Bergamo_Lombardy.html,+39034621267,
Fattoria della Felicità,3.5,fascia media,,Localita Zanecla 1,24020.0,Onore,10.00997787,45.89257892,songavazzo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2291818-d2470843-Reviews-Fattoria_della_Felicita-Onore_Province_of_Bergamo_Lombardy.html,+3903461901550,
Azienda Agricola Presolana,4.5,cibo economico,,Via IV Novembre 5,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d7143904-Reviews-Azienda_Agricola_Presolana-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+393351769214,
le Botticelle,4.0,fascia media,,piazza livigno 4 BRATTO,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d2616784-Reviews-Le_Botticelle-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034638458,
Pizzeria La Griglia da Bramante,4.0,fascia media,,Via Provinciale 3,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d2433002-Reviews-Pizzeria_La_Griglia_da_Bramante-Castione_della_Presolana_Province_of_Bergamo_Lomb.html,+39034631461,
Trattoria Risol Ristorante,4.0,fascia media,,Via Andrea Fantoni 71 Dorga,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d2322671-Reviews-Trattoria_Risol-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034631420,
La Lanterna,4.5,fascia media,,Via Fantoni 4 Localita-Dorga,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d7142983-Reviews-La_Lanterna-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034632196,
33 Italian Street Food,4.5,fascia media,,Via Andrea Fantoni 33,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d9453472-Reviews-33_Italian_Street_Food-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+393928763064,
Al Rustico,4.5,cibo economico,,Via Provinciale 82,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d2406855-Reviews-Al_Rustico-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034636589,
Rifugio Baita Cassinelli,4.0,fascia media,,Malga Cassinelli Castione della Presolana 1568 m.s.l,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d5326080-Reviews-Rifugio_Baita_Cassinelli-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+393395655793,
Cascina Calpa,4.5,fascia media,,Via Calpa 22,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d6580868-Reviews-Cascina_Calpa-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+393456703470,
Al Mulino Da Romy,3.0,cibo economico,,Via Per Rusio,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d4747914-Reviews-Al_Mulino_Da_Romy-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034660075,
Baita Termen,4.0,cibo economico,,Via Monte Pora,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d7744048-Reviews-Baita_Termen-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034665000,
Carbina,4.0,fascia media,,Via Borgaiolo 1 Incrocio Via Donizetti/Fantoni,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d8026801-Reviews-Carbina-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+393403300811,
Aurora,4.5,fascia media,,Via Saint Antonio 19,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d3473527-Reviews-Ristorante_Aurora-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034660004,
La Polenteria,3.5,fascia media,,Piazza Roma 5,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d3865413-Reviews-La_Polenteria-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034660268,
Il Casolare,3.5,fascia media,,Via Rucola 8,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d1985412-Reviews-Il_Casolare-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034636510,
Ristorante Al Caminone,4.5,cucina raffinata,,Via S. Pellico 3 Hotel Milano Alpen Resort,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d2370983-Reviews-Al_Caminone_Ristorante_Bistrot-Castione_della_Presolana_Province_of_Bergamo_Lomba.html,+393486626501,
Gastronomia Sapori di montagna,5.0,fascia media,,Via Andrea Fantoni 75,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d16659046-Reviews-Gastronomia_Sapori_di_montagna-Castione_della_Presolana_Province_of_Bergamo_Lomb.html,+393496868491,
Baita Valle Azzurra,4.5,cibo economico,,Via Valzurio 9 Dopo la chiesa sulla sinistra,24020.0,Oltressenda Alta,9.94421623,45.91448234,songavazzo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g3844629-d3837997-Reviews-Baita_Valle_Azzurra-Oltressenda_Alta_Province_of_Bergamo_Lombardy.html,+39034628193,
Albergo Ristorante Scanapà,4.5,fascia media,,Via Cantoniera 16,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d7380497-Reviews-Albergo_Ristorante_Scanapa-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+393714177750,
Ristorante Rose & Sapori a Desenzano del Garda,4.7,€€€,(494),Lungolago Cesare Battisti  89,,,10.33333286,45.81116683,collio,google,,,·  · Ristorante
Tami' Ristorante Trattoria Di Lazzari Mauro S.A.S.,4.6,€€,(335),Piazza Giuseppe Zanardelli  9,,,10.33333286,45.81116683,collio,google,,,·  · Ristorante
Ristorante Residence Park,5.0,price not available,(1),Via Federico Bagozzi  10,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Bar Catullo,4.6,€,(82),Piazza Giuseppe Zanardelli  61,,,10.33333286,45.81116683,collio,google,,,·  · Bar
Albergo Ristorante Belvedere,4.4,price not available,(131),Via Maniva  75,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Rifugio Blachì 1,3.7,price not available,(23),Collio BS,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Tonassi Ottavio,not available,price not available,not available,Via Federico Bagozzi  99,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Wild Café,4.8,price not available,(11),Piazza Giuseppe Zanardelli  55,,,10.33333286,45.81116683,collio,google,,,· Bar caffè
Ristorante Pizzeria Pattinaggio,4.6,€€,(234),San Colombano BS,,,10.33333286,45.81116683,collio,google,,,·  · Ristorante
Bar Loretta,4.5,price not available,(4),Piazza Giuseppe Zanardelli  7,,,10.33333286,45.81116683,collio,google,,,· Bar
Cucina Di Montagna Ristorante Snack Bar,4.0,price not available,(1),Via Maniva  256,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Albergo Ristorante Pineta,4.0,price not available,(192),Via Maniva  253/a,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Trattoria Miravalle,3.6,price not available,(5),Via Maniva,,,10.33333286,45.81116683,collio,google,,,· Cucina tradizionale
Rifugio Blachì 2,3.4,price not available,(20),Collio BS,,,10.33333286,45.81116683,collio,google,,,· Ristorante
Pizzeria Cielo Alto,4.3,price not available,(53),Via Maniva  Passo Maniva  254,,,10.33333286,45.81116683,collio,google,,,· Pizza
Aglio e Oglio ROGNO,4.2,€€,(678),Via Montegrappa  1,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Pizzeria Le Betulle,4.5,€€,(316),Largo Aldo Moro  10,,,10.13343949,45.85782003,rogno,google,,,·  · Pizza
SUSHI ZY RISTORANTE GIAPPONESE GRIGLIA CINESE,4.4,€€,(301),Via Vittorio Veneto  12,,,10.13343949,45.85782003,rogno,google,,,·  · Giapponese
Millennium MA. LU,4.5,€,(52),Via Nazionale  25,,,10.13343949,45.85782003,rogno,google,,,·  · Pizza
PIZZERIA SPEEDY,4.3,price not available,(71),Via S. Caterina da Siena  4,,,10.13343949,45.85782003,rogno,google,,,· Pizza
Ristorante Gli Spiazzi,4.4,€,(157),Via Bartolomeo Colleoni  1,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Trattoria Beatì,4.5,€,(1135),Artogne BS,,,10.13343949,45.85782003,rogno,google,,,·  · Cucina tradizionale
Albergo Ristorante Airone,4.0,price not available,(318),Darfo Boario Terme BS,,,10.13343949,45.85782003,rogno,google,,,· Hotel
Osteria Di Bacco,4.6,€€,(240),Gianico BS,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Ristorante Al Campanile,4.5,€€,(473),Darfo Boario Terme BS,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Baita Termen,4.3,price not available,(1229),Castione della Presolana BG,,,10.13343949,45.85782003,rogno,google,,,· Ristorante
La Ruota Blu Ristorante Pizzeria,4.0,€€,(838),Pian Camuno BS,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Trani Braceria Pizzeria,4.5,€€,(698),Pisogne BS,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Tentazioni Ristorante,4.7,€€,(875),Costa Volpino BG,,,10.13343949,45.85782003,rogno,google,,,·  · Italiana
La Tana Da Mario,4.4,price not available,(958),Gianico BS,,,10.13343949,45.85782003,rogno,google,,,· Italiana
Osteria Gabossi,4.6,€€,(520),Darfo Boario Terme BS,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Osteria Spirito Di Vino,4.5,€€€,(404),Lovere BG,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Pinocchio,4.2,€€,(1529),Lovere BG,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Osteria Contini,4.7,€€€,(177),Angolo Terme BS,,,10.13343949,45.85782003,rogno,google,,,·  · Ristorante
Osteria Carlì - Pisogne,4.3,price not available,(154),Fraine BS,,,10.13343949,45.85782003,rogno,google,,,· Cucina tradizionale
Ristorante Le Motte,4.4,€€,(1883),Località le Motte  Via alla Corva  3,,,10.35511049,46.43167153,valdisotto,google,,,·  · Ristorante
Bar Ristoro Laghetti,4.4,€€,(376),localita' Laghetti della Rocca,,,10.35511049,46.43167153,valdisotto,google,,,·  · Ristorante
Campeggio Ristorante Pizzeria Cima Piazzi,4.3,€€,(917),Via Nazionale  29,,,10.35511049,46.43167153,valdisotto,google,,,·  · Ristorante
Ristoro San Colombano,4.3,€€,(161),Località S. Colombano,,,10.35511049,46.43167153,valdisotto,google,,,·  · Bar
Rifugio Alpino Baita Motin,4.5,price not available,(292),Via Crap del Maro,,,10.35511049,46.43167153,valdisotto,google,,,· Ristorante
Baita de Mario,4.4,price not available,(318),Localita' Ciuk 8,,,10.35511049,46.43167153,valdisotto,google,,,· Ristorante
Enoteca Guanella e Ristorante dell'Enoteca,4.7,€€,(398),Bormio SO,,,10.35511049,46.43167153,valdisotto,google,,,·  · Ristorante
