nome,booking_link,indirizzo,rating,n_reviews,staff,servizi,pulizia,comfort,rapporto qualità prezzo,posizione,wifi gratuito,comune,stato,CAP,first_word_number,info_indirizzo,località
ANGEL'S VILLA - Panoramic LAKE VIEW,https://www.booking.com/hotel/it/angels-villa-amazing-lake-view.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=131&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297718&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via ai Poggi 115,,,,,,,,,,Lecco,Italia,23900.0,True,,
BAITA DEL SOLE,https://www.booking.com/hotel/it/baita-del-sole-teglio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from=searchresults#hotelTmpl,via prato valentino,10,1 recensione,"7,5",10,10,"7,5",10,,,Teglio,Italia,23036.0,False, piano primo numero 12,
Hotel Ginepro,https://www.booking.com/hotel/it/ginepro-aprica.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from=searchresults#hotelTmpl,via adamello 27,"8,4",120 recensioni,"8,7","8,4","9,0","8,6","8,4","9,3",10,Aprica,Italia,23031.0,False,,
Relè B,https://www.booking.com/hotel/it/rele-b.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,Via Guglielmo Marconi 47,"9,5",40 recensioni,"9,6","9,4","9,8","9,8","9,3","9,4",,Temù,Italia,25050.0,True,,
Ostello Angolo Verde,https://www.booking.com/hotel/it/ostello-angolo-da-scoprire-ass-ne-ostelli-lombardia.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9hbmdvbG8gdGVybWVIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWsi6QGwAIB0gIkNWJjZDVkNzUtZDkzOC00ZjExLThiYmYtYzNhNDdjMTQ1YmVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=cfd935629a64009d&srepoch=1686296135&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via bregno 1,"8,4",85 recensioni,"9,5","8,4","9,0","8,4","9,1","8,4","8,5",Angolo Terme,Italia,25040.0,False,,
Le Terrazze,https://www.booking.com/hotel/it/le-terrazze-foppolo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9mb3Bwb2xvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKKxYukBsACAdICJDIzNzVkNjdkLWNkMmItNDYyMi04MzUzLWRhNDU0ZjY2ZWEwYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=8a293b85c6d00193&srepoch=1686299275&from=searchresults#hotelTmpl,via cortivo 19,"8,5",25 recensioni,"9,2","8,7","8,9","8,8","8,4","8,9",,Foppolo,Italia,24010.0,False,,
Hotel Migliorati,https://www.booking.com/hotel/it/migliorati.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from=searchresults#hotelTmpl,via provinciale 84,"8,1",92 recensioni,"9,0","8,1","8,4","8,4","8,4","8,5","8,3",Castione della Presolana,Italia,24020.0,False,,
Italianway - Vendrello,https://www.booking.com/hotel/it/italianway-vendrello.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,,"8,0",1 recensione,10,"7,5","7,5","7,5","7,5",10,,Valdisotto,Italia,23030.0,False,, vendrello
Residence Acero Rosso,https://www.booking.com/hotel/it/residence-acero-rosso.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,corso milano 26,"8,8",228 recensioni,"9,4","8,8","9,4","9,3","8,8","9,7","8,3",Ponte di Legno,Italia,25056.0,False,,
Casa Splüga,https://www.booking.com/hotel/it/casa-spluga-campodolcino.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,Via Corti 118,"9,5",13 recensioni,"9,8","9,4","9,6","9,4","8,7","8,8","7,5",Campodolcino,Italia,23021.0,True,,
Appartamento Stefan Trepalle,https://www.booking.com/hotel/it/appartamento-stefan.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=608&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via stefan 576,"8,7",27 recensioni,"9,2","8,8","9,2","8,9","8,5","8,0",10,Livigno,Italia,23030.0,False,,
Cà Giuel,https://www.booking.com/hotel/it/ca-giuel.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from=searchresults#hotelTmpl,contrada battaini 5,"9,0",73 recensioni,"9,3","9,1","9,6","9,5","8,7","8,6",,Chiesa in Valmalenco,Italia,23023.0,False,,
Baita nel bosco a Canè,https://www.booking.com/hotel/it/baita-nel-bosco-a-cane.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via cima bleis snc,,,,,,,,,,Temù,Italia,25050.0,False,,
Casa SOLE- Loft moderno in montagna,https://www.booking.com/hotel/it/casa-sole-aprica.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from=searchresults#hotelTmpl,Via Rododendro 6,"8,4",5 recensioni,"9,5","8,5",10,"8,5","8,0","9,0",,Aprica,Italia,23031.0,True,,
Casa Lucia,https://www.booking.com/hotel/it/casa-lucia-valdidentro.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxkaWRlbnRyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC9P6LpAbAAgHSAiQ0MjBkOGNlOC00OTJhLTRlZGItYjI3YS1mZmRjYjZjZjc2YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=a2bb49faef6901c7&srepoch=1686306678&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via le ponti 69b,10,5 recensioni,10,10,10,10,10,10,,Valdidentro,Italia,23038.0,False,,
Sport Club Hotel Bormio,https://www.booking.com/hotel/it/sport-club.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,via mulino 7,"7,9",258 recensioni,"8,7","7,9","8,7","8,3","7,7","8,2",10,Valdisotto,Italia,23030.0,False,,
Locazione Turistica Santa Lucia-3,https://www.booking.com/hotel/it/santa-lucia-piano-terra.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,"8,3",13 recensioni,"9,0","7,9","8,3","8,1","8,8","8,5",10,Valdisotto,Italia,23030.0,False,,
Hotel Avogadro,https://www.booking.com/hotel/it/avogadro-san-pellegrino-terme.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from=searchresults#hotelTmpl,via san carlo 40,"8,9",1.204 recensioni,"9,7","9,1","9,4","9,2","9,2","9,6","8,8",San Pellegrino Terme,Italia,24016.0,False,,
Happy Guest Apartments - Alpin Chalet Borno,https://www.booking.com/hotel/it/happy-guest-apartments-alpin-chalet-borno.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from=searchresults#hotelTmpl,Via Don Ernesto Belotti 3,"8,8",9 recensioni,"9,4","8,9","8,9","9,4","8,3","9,2",,Borno,Italia,25042.0,True,,
Residence Larice Bianco App n3,https://www.booking.com/hotel/it/residence-larice-bianco-app-n3.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,via delle soste 33,,,,,,,,,,Campodolcino,Italia,23021.0,False,,
Culla alpina 3°piano,https://www.booking.com/hotel/it/culla-alpina-3degpiano.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from=searchresults#hotelTmpl,salita san silvestro,"8,0",1 recensione,10,"7,5","7,5","7,5","7,5","7,5",,Teglio,Italia,23036.0,False,,
Appartamenti Alba,https://www.booking.com/hotel/it/appartamenti-alba-livigno.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=92013ed296980064&srepoch=1686300966&from=searchresults#hotelTmpl,Via Rin 430,"8,2",226 recensioni,"9,0","8,1","8,4","8,2","8,5","8,7","7,0",Livigno,Italia,23030.0,True,,
Italianway - San Pietro 8,https://www.booking.com/hotel/it/italianway-san-pietro-8.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,via san pietro 8,"9,3",41 recensioni,"9,3","9,3","9,4","9,5","9,0","9,1",10,Valdisotto,Italia,23030.0,False,,
Camera Milla - private room -T04416,https://www.booking.com/hotel/it/camera-doppia-divano-letto-vicino-ponte-di-legno.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via nazionale 10,"8,3",55 recensioni,"9,2","8,5","9,0","8,8","8,1","8,1",10,Temù,Italia,25050.0,False,10c piano terra,
B&B Penak,https://www.booking.com/hotel/it/b-amp-b-penak-aprica.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Corso Roma 200,"8,7",44 recensioni,"8,9","8,7","9,1","9,0","8,0","9,4",10,Aprica,Italia,23031.0,True,,
Casa Gembre,https://www.booking.com/hotel/it/casa-gembre.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=777&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301159&from=searchresults#hotelTmpl,ss301  6763,"9,2",19 recensioni,"9,7","9,1","9,7","9,5","9,7","9,2",,Livigno,Italia,23041.0,False,,
Galleria Roma Apartment - Affitti Brevi Italia,https://www.booking.com/hotel/it/roma-42.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,piazza mazzini 8,"7,7",94 recensioni,"8,2","7,5","7,9","7,9","8,3","9,3","9,3",Lecco,Italia,23900.0,False,,
Premesan3,https://www.booking.com/hotel/it/premesan3.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,via trento 6,"9,0",87 recensioni,"9,1","8,9","9,4","9,3","9,4","9,6",,Bormio,Italia,23032.0,False,,
BoTép ai Tigli,https://www.booking.com/hotel/it/botep-ai-tigli.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from=searchresults#hotelTmpl,viale della vittoria 33,"8,9",119 recensioni,"9,5","8,9","9,5","9,5","9,0","9,6","9,4",San Pellegrino Terme,Italia,24016.0,False,,
Miramonti Park Hotel,https://www.booking.com/hotel/it/miramonti-park.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,via milano 50,"8,4",3.007 recensioni,"9,0","8,6","9,0","8,9","8,2","9,0","8,4",Bormio,Italia,23032.0,False,,
Snow peak,https://www.booking.com/hotel/it/snow-peak.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,viale venezia 16,"8,6",8 recensioni,10,"8,8","8,8","8,8","8,4","9,4",,Ponte di Legno,Italia,25056.0,False,,
Casa Stefano E Lucia,https://www.booking.com/hotel/it/casa-stefano-e-lucia.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=227&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299647&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via molini 11,"7,0",46 recensioni,"7,6","7,2","7,5","7,6","6,3","8,7",,Bormio,Italia,23032.0,False,,
Chalet Nocciolini,https://www.booking.com/hotel/it/bilocale-nocciolini.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via traviolo 8/a,"8,7",34 recensioni,"8,7","8,8","9,2","8,8","8,1","9,0",,Temù,Italia,25050.0,False,,
Dalla Zia Alda,https://www.booking.com/hotel/it/dalla-zia-alda.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hcnRvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALurYukBsACAdICJDA3YjZkZmI5LWEyZWQtNGRkZi1hOGE2LTY4NTI0NDZjOGJiMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=4c4135b7fbe80092&srepoch=1686296304&from=searchresults#hotelTmpl,Via Pradosole 56,"8,2",6 recensioni,"9,2","8,3","7,9","8,3","7,5","9,6",,Artogne,Italia,25040.0,True,,
Affittimoderni San Simone,https://www.booking.com/hotel/it/affittimoderni-san-simone.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF92YWxsZXZlSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKIx4ukBsACAdICJGJiZmI1YWVkLTQyOWMtNGEyYy05NTg1LTgxNjViZmM5YWE1ZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bdcb3c04132e01bd&srepoch=1686299529&from=searchresults#hotelTmpl,,"8,7",4 recensioni,"9,4","8,8",10,"9,4","9,4","9,4",,Valleve,Italia,24010.0,False,, arale 1
Appartamenti Gallo Cedrone,https://www.booking.com/hotel/it/appartamenti-gallo-cedrone.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,via nuova 15,"8,4",10 recensioni,"7,8","8,3","8,6","7,8","7,2","7,5",,Valdisotto,Italia,23030.0,False,,
